Second,eye_comb_direction_x,eye_comb_direction_y,eye_comb_direction_z,eye_r_openness,eye_r_direction_x,eye_r_direction_y,eye_r_direction_z,eye_r_origin_x,eye_r_origin_y,eye_r_origin_z,eye_r_pupil_diameter,eye_r_pupil_position_x,eye_r_pupil_position_y,eye_l_openness,eye_l_direction_x,eye_l_direction_y,eye_l_direction_z,eye_l_origin_x,eye_l_origin_y,eye_l_origin_z,eye_l_pupil_diameter,eye_l_pupil_position_x,eye_l_pupil_position_y,head_position_x,head_position_y,head_position_z,head_rotation_roll,head_rotation_pitch,head_rotation_yaw,EDA,BVP,TMP
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36560024943305186,0.30432532497225573,31.37193486127865
0,0.02432251,-0.1286316,0.9913788,1.0,0.04095459,-0.1343994,0.9900665,-31.94696,-2.591476,-26.35527,4.742554,0.4960702,0.6710026,1.0,0.008239746,-0.1230164,0.9923553,30.41772,-0.9570618,-23.23862,4.945557,0.5719905,0.5847008,-0.05057561,1.236928,-0.1668585,-0.0420971,-0.4407711,0.02597718,0.36560024943305186,0.30432532497225573,31.37193486127865
0,0.02435303,-0.1290436,0.991333,1.0,0.04089355,-0.1325378,0.9903259,-31.94653,-2.586014,-26.35063,4.760803,0.4960667,0.6704599,1.0,0.006851196,-0.1253052,0.9920807,30.42415,-0.9570618,-23.21826,4.978745,0.5719905,0.5849077,-0.05233085,1.233604,-0.1603874,-0.03189471,-0.4570702,0.01174796,0.36560024943305186,0.30432532497225573,31.37193486127865
0,0.02435303,-0.1290436,0.991333,1.0,0.04089355,-0.1325378,0.9903259,-31.94653,-2.586014,-26.35063,4.760803,0.4960667,0.6704599,1.0,0.006851196,-0.1253052,0.9920807,30.42415,-0.9570618,-23.21826,4.978745,0.5719905,0.5849077,-0.05233085,1.233604,-0.1603874,-0.03189471,-0.4570702,0.01174796,0.36560024943305186,0.30432532497225573,31.37193486127865
0,0.02435303,-0.1290436,0.991333,1.0,0.04089355,-0.1325378,0.9903259,-31.94653,-2.586014,-26.35063,4.760803,0.4960667,0.6704599,1.0,0.006851196,-0.1253052,0.9920807,30.42415,-0.9570618,-23.21826,4.978745,0.5719905,0.5849077,-0.05233085,1.233604,-0.1603874,-0.03189471,-0.4570702,0.01174796,0.36560024943305186,0.30432532497225573,31.37193486127865
0,0.02435303,-0.1290436,0.991333,1.0,0.04089355,-0.1325378,0.9903259,-31.94653,-2.586014,-26.35063,4.760803,0.4960667,0.6704599,1.0,0.006851196,-0.1253052,0.9920807,30.42415,-0.9570618,-23.21826,4.978745,0.5719905,0.5849077,-0.05233085,1.233604,-0.1603874,-0.03189471,-0.4570702,0.01174796,0.36560024943305186,0.30432532497225573,31.37193486127865
0,0.02435303,-0.1290436,0.991333,1.0,0.04089355,-0.1325378,0.9903259,-31.94653,-2.586014,-26.35063,4.760803,0.4960667,0.6704599,1.0,0.006851196,-0.1253052,0.9920807,30.42415,-0.9570618,-23.21826,4.978745,0.5719905,0.5849077,-0.05233085,1.233604,-0.1603874,-0.03189471,-0.4570702,0.01174796,0.36560024943305186,0.30432532497225573,31.37193486127865
0,0.02435303,-0.1290436,0.991333,1.0,0.04089355,-0.1325378,0.9903259,-31.94653,-2.586014,-26.35063,4.760803,0.4960667,0.6704599,1.0,0.006851196,-0.1253052,0.9920807,30.42415,-0.9570618,-23.21826,4.978745,0.5719905,0.5849077,-0.05233085,1.233604,-0.1603874,-0.03189471,-0.4570702,0.01174796,0.36560024943305186,0.30432532497225573,31.37193486127865
0,0.02435303,-0.1290436,0.991333,1.0,0.04089355,-0.1325378,0.9903259,-31.94653,-2.586014,-26.35063,4.760803,0.4960667,0.6704599,1.0,0.006851196,-0.1253052,0.9920807,30.42415,-0.9570618,-23.21826,4.978745,0.5719905,0.5849077,-0.05233085,1.233604,-0.1603874,-0.03189471,-0.4570702,0.01174796,0.36560024943305186,0.30432532497225573,31.37193486127865
0,0.02435303,-0.1290436,0.991333,1.0,0.04089355,-0.1325378,0.9903259,-31.94653,-2.586014,-26.35063,4.760803,0.4960667,0.6704599,1.0,0.006851196,-0.1253052,0.9920807,30.42415,-0.9570618,-23.21826,4.978745,0.5719905,0.5849077,-0.05233085,1.233604,-0.1603874,-0.03189471,-0.4570702,0.01174796,0.36560024943305186,0.30432532497225573,31.37193486127865
0,0.02435303,-0.1290436,0.991333,1.0,0.04089355,-0.1325378,0.9903259,-31.94653,-2.586014,-26.35063,4.760803,0.4960667,0.6704599,1.0,0.006851196,-0.1253052,0.9920807,30.42415,-0.9570618,-23.21826,4.978745,0.5719905,0.5849077,-0.05233085,1.233604,-0.1603874,-0.03189471,-0.4570702,0.01174796,0.36560024943305186,0.30432532497225573,31.37193486127865
0,-0.05923462,-0.1039124,0.9928131,1.0,-0.0521698,-0.1107788,0.9924622,-32.39478,-2.216675,-26.40425,4.695007,0.5262607,0.6550574,1.0,-0.07221985,-0.09124756,0.9931946,30.15614,-0.6908569,-23.42062,4.607574,0.5938684,0.5723971,-0.04962218,1.213852,-0.09722281,0.001855308,-0.4962543,-0.01945825,0.36560024943305186,0.30432532497225573,31.37193486127865
0,-0.05923462,-0.1039124,0.9928131,1.0,-0.0521698,-0.1107788,0.9924622,-32.39478,-2.216675,-26.40425,4.695007,0.5262607,0.6550574,1.0,-0.07221985,-0.09124756,0.9931946,30.15614,-0.6908569,-23.42062,4.607574,0.5938684,0.5723971,-0.04962218,1.213852,-0.09722281,0.001855308,-0.4962543,-0.01945825,0.36560024943305186,0.30432532497225573,31.37193486127865
0,-0.05923462,-0.1039124,0.9928131,1.0,-0.0521698,-0.1107788,0.9924622,-32.39478,-2.216675,-26.40425,4.695007,0.5262607,0.6550574,1.0,-0.07221985,-0.09124756,0.9931946,30.15614,-0.6908569,-23.42062,4.607574,0.5938684,0.5723971,-0.04962218,1.213852,-0.09722281,0.001855308,-0.4962543,-0.01945825,0.36560024943305186,0.30432532497225573,31.37193486127865
0,-0.05923462,-0.1039124,0.9928131,1.0,-0.0521698,-0.1107788,0.9924622,-32.39478,-2.216675,-26.40425,4.695007,0.5262607,0.6550574,1.0,-0.07221985,-0.09124756,0.9931946,30.15614,-0.6908569,-23.42062,4.607574,0.5938684,0.5723971,-0.04962218,1.213852,-0.09722281,0.001855308,-0.4962543,-0.01945825,0.36560024943305186,0.30432532497225573,31.37193486127865
0,-0.05923462,-0.1039124,0.9928131,1.0,-0.0521698,-0.1107788,0.9924622,-32.39478,-2.216675,-26.40425,4.695007,0.5262607,0.6550574,1.0,-0.07221985,-0.09124756,0.9931946,30.15614,-0.6908569,-23.42062,4.607574,0.5938684,0.5723971,-0.04962218,1.213852,-0.09722281,0.001855308,-0.4962543,-0.01945825,0.36560024943305186,0.30432532497225573,31.37193486127865
0,-0.05923462,-0.1039124,0.9928131,1.0,-0.0521698,-0.1107788,0.9924622,-32.39478,-2.216675,-26.40425,4.695007,0.5262607,0.6550574,1.0,-0.07221985,-0.09124756,0.9931946,30.15614,-0.6908569,-23.42062,4.607574,0.5938684,0.5723971,-0.04962218,1.213852,-0.09722281,0.001855308,-0.4962543,-0.01945825,0.36560024943305186,0.30432532497225573,31.37193486127865
0,-0.05786133,-0.09158325,0.9941101,1.0,-0.04924011,-0.09786987,0.9939728,-32.35873,-2.230835,-26.4193,4.490448,0.5246058,0.6533116,1.0,-0.06933594,-0.08317566,0.9941101,30.19656,-0.7859344,-23.31096,4.593124,0.5919572,0.5731127,-0.05203259,1.212092,-0.09302032,0.004809013,-0.4945927,-0.01950988,0.36560024943305186,0.30432532497225573,31.37193486127865
0,-0.05786133,-0.09158325,0.9941101,1.0,-0.04924011,-0.09786987,0.9939728,-32.35873,-2.230835,-26.4193,4.490448,0.5246058,0.6533116,1.0,-0.06933594,-0.08317566,0.9941101,30.19656,-0.7859344,-23.31096,4.593124,0.5919572,0.5731127,-0.05203259,1.212092,-0.09302032,0.004809013,-0.4945927,-0.01950988,0.36560024943305186,0.30432532497225573,31.37193486127865
0,-0.05853271,-0.08958435,0.9942474,1.0,-0.04870605,-0.09599304,0.9941864,-32.34657,-2.241226,-26.42001,4.437775,0.5241192,0.6533116,1.0,-0.06884766,-0.08283997,0.9941711,30.21982,-0.8501282,-23.26649,4.592361,0.5910619,0.5747353,-0.05298531,1.211133,-0.09143275,0.007060056,-0.4941939,-0.01874366,0.36560024943305186,0.30432532497225573,31.37193486127865
0,-0.0562439,-0.08796692,0.9945221,1.0,-0.04948425,-0.09407043,0.9943237,-32.33492,-2.249817,-26.42183,4.420578,0.5238585,0.6532759,1.0,-0.06356812,-0.08132935,0.9946442,30.22464,-0.8521271,-23.2515,4.622482,0.5900283,0.5744044,-0.05352747,1.210613,-0.0906713,0.008009339,-0.4939588,-0.01820977,0.36560024943305186,0.30432532497225573,31.37193486127865
1,-0.05488586,-0.0884552,0.9945526,1.0,-0.04978943,-0.09346008,0.9943695,-32.32619,-2.253189,-26.42183,4.418945,0.5236187,0.6532759,1.0,-0.06071472,-0.08273315,0.9947052,30.23131,-0.8345032,-23.25984,4.558563,0.589357,0.5740833,-0.05408251,1.210078,-0.08987504,0.00888266,-0.4936699,-0.01775483,0.36560024943305186,0.30432532497225573,31.37193486127865
1,-0.05488586,-0.0884552,0.9945526,1.0,-0.04978943,-0.09346008,0.9943695,-32.32619,-2.253189,-26.42183,4.418945,0.5236187,0.6532759,1.0,-0.06071472,-0.08273315,0.9947052,30.23131,-0.8345032,-23.25984,4.558563,0.589357,0.5740833,-0.05408251,1.210078,-0.08987504,0.00888266,-0.4936699,-0.01775483,0.36560024943305186,0.30432532497225573,31.37193486127865
1,-0.05534363,-0.08912659,0.9944763,1.0,-0.04826355,-0.09338379,0.9944458,-32.30959,-2.253189,-26.42183,4.417511,0.5228137,0.6532572,1.0,-0.06692505,-0.08213806,0.9943695,30.2469,-0.7498322,-23.43161,4.570557,0.5900118,0.5728487,-0.05532229,1.20914,-0.08831799,0.009928302,-0.4930539,-0.01681782,0.36560024943305186,0.30432532497225573,31.37193486127865
1,-0.05062866,-0.09237671,0.9944305,1.0,-0.04615784,-0.09342957,0.9945526,-32.30054,-2.253189,-26.42183,4.412354,0.5221658,0.6532567,1.0,-0.06796265,-0.08825684,0.9937744,30.26494,-0.6648102,-23.57712,4.552917,0.5897157,0.5724456,-0.05599868,1.208742,-0.08751154,0.010251,-0.4928304,-0.01627431,0.36560024943305186,0.30432532497225573,31.37193486127865
1,-0.05062866,-0.09237671,0.9944305,1.0,-0.04615784,-0.09342957,0.9945526,-32.30054,-2.253189,-26.42183,4.412354,0.5221658,0.6532567,1.0,-0.06796265,-0.08825684,0.9937744,30.26494,-0.6648102,-23.57712,4.552917,0.5897157,0.5724456,-0.05669737,1.208375,-0.08674002,0.01067051,-0.4925471,-0.01581129,0.36560024943305186,0.30432532497225573,31.37193486127865
1,-0.05062866,-0.09237671,0.9944305,1.0,-0.04615784,-0.09342957,0.9945526,-32.30054,-2.253189,-26.42183,4.412354,0.5221658,0.6532567,1.0,-0.06796265,-0.08825684,0.9937744,30.26494,-0.6648102,-23.57712,4.552917,0.5897157,0.5724456,-0.05669737,1.208375,-0.08674002,0.01067051,-0.4925471,-0.01581129,0.36560024943305186,0.30432532497225573,31.37193486127865
1,-0.05062866,-0.09237671,0.9944305,1.0,-0.04615784,-0.09342957,0.9945526,-32.30054,-2.253189,-26.42183,4.412354,0.5221658,0.6532567,1.0,-0.06796265,-0.08825684,0.9937744,30.26494,-0.6648102,-23.57712,4.552917,0.5897157,0.5724456,-0.05800021,1.207638,-0.08527231,0.01168118,-0.4921902,-0.01472605,0.36560024943305186,0.30432532497225573,31.37193486127865
1,-0.05062866,-0.09237671,0.9944305,1.0,-0.04615784,-0.09342957,0.9945526,-32.30054,-2.253189,-26.42183,4.412354,0.5221658,0.6532567,1.0,-0.06796265,-0.08825684,0.9937744,30.26494,-0.6648102,-23.57712,4.552917,0.5897157,0.5724456,-0.05865455,1.207169,-0.08460754,0.01208558,-0.4920219,-0.01416542,0.36560024943305186,0.30432532497225573,31.37193486127865
1,-0.05029297,-0.07595825,0.9958344,1.0,-0.04986572,-0.07539368,0.9958954,-32.2339,-2.180328,-26.38499,4.509506,0.5205427,0.6474237,1.0,-0.05815125,-0.08641052,0.9945526,30.30653,-0.6632538,-23.56468,4.520065,0.5867335,0.5719075,-0.05988097,1.20629,-0.08335674,0.01276321,-0.4919277,-0.01266829,0.36560024943305186,0.30432532497225573,31.37193486127865
1,-0.05029297,-0.07595825,0.9958344,1.0,-0.04986572,-0.07539368,0.9958954,-32.2339,-2.180328,-26.38499,4.509506,0.5205427,0.6474237,1.0,-0.05815125,-0.08641052,0.9945526,30.30653,-0.6632538,-23.56468,4.520065,0.5867335,0.5719075,-0.05988097,1.20629,-0.08335674,0.01276321,-0.4919277,-0.01266829,0.36560024943305186,0.30432532497225573,31.37193486127865
1,-0.04798889,-0.08026123,0.9956055,1.0,-0.0475769,-0.07991028,0.9956512,-32.25699,-2.14299,-26.35776,4.405426,0.5209339,0.6465888,1.0,-0.05509949,-0.08615112,0.994751,30.31342,-0.6406097,-23.57362,4.509354,0.5860192,0.5711833,-0.06054127,1.205878,-0.08274955,0.01286148,-0.4919583,-0.01194107,0.36560024943305186,0.30432532497225573,31.37193486127865
1,-0.04798889,-0.08026123,0.9956055,1.0,-0.0475769,-0.07991028,0.9956512,-32.25699,-2.14299,-26.35776,4.405426,0.5209339,0.6465888,1.0,-0.05509949,-0.08615112,0.994751,30.31342,-0.6406097,-23.57362,4.509354,0.5860192,0.5711833,-0.06194651,1.205059,-0.08160478,0.01337659,-0.4920308,-0.010674,0.36560024943305186,0.30432532497225573,31.37193486127865
1,-0.04798889,-0.08026123,0.9956055,1.0,-0.0475769,-0.07991028,0.9956512,-32.25699,-2.14299,-26.35776,4.405426,0.5209339,0.6465888,1.0,-0.05509949,-0.08615112,0.994751,30.31342,-0.6406097,-23.57362,4.509354,0.5860192,0.5711833,-0.06194651,1.205059,-0.08160478,0.01337659,-0.4920308,-0.010674,0.36560024943305186,0.30432532497225573,31.37193486127865
1,-0.04798889,-0.08026123,0.9956055,1.0,-0.0475769,-0.07991028,0.9956512,-32.25699,-2.14299,-26.35776,4.405426,0.5209339,0.6465888,1.0,-0.05509949,-0.08615112,0.994751,30.31342,-0.6406097,-23.57362,4.509354,0.5860192,0.5711833,-0.06264007,1.204681,-0.08108169,0.01376042,-0.4921576,-0.01006099,0.4022895,0.30432532497225573,31.37193486127865
