Second,eye_comb_direction_x,eye_comb_direction_y,eye_comb_direction_z,eye_r_openness,eye_r_direction_x,eye_r_direction_y,eye_r_direction_z,eye_r_origin_x,eye_r_origin_y,eye_r_origin_z,eye_r_pupil_diameter,eye_r_pupil_position_x,eye_r_pupil_position_y,eye_l_openness,eye_l_direction_x,eye_l_direction_y,eye_l_direction_z,eye_l_origin_x,eye_l_origin_y,eye_l_origin_z,eye_l_pupil_diameter,eye_l_pupil_position_x,eye_l_pupil_position_y,head_position_x,head_position_y,head_position_z,head_rotation_roll,head_rotation_pitch,head_rotation_yaw,EDA,BVP,TMP
0,0.07821655,0.008239746,0.9968872,1.0,0.04748535,0.004684448,0.9988556,-33.2361,-4.61499,-22.33218,3.966904,0.5356380999999999,0.6724384,1.0,0.07878113,0.00831604,0.9968414,35.46706,-2.417694,-23.90239,3.890533,0.3925967999999999,0.6154884,-0.3876157,1.088635,-0.1270792,0.02496942,0.7825223000000001,0.01594385,9.78673825144727,-0.0027022038761641822,34.6176440976592
0,0.07821655,0.008239746,0.9968872,1.0,0.04748535,0.004684448,0.9988556,-33.2361,-4.61499,-22.33218,3.966904,0.5356380999999999,0.6724384,1.0,0.07878113,0.00831604,0.9968414,35.46706,-2.417694,-23.90239,3.890533,0.3925967999999999,0.6154884,-0.3876157,1.088635,-0.1270792,0.02496942,0.7825223000000001,0.01594385,9.78673825144727,-0.0027022038761641822,34.6176440976592
0,0.07821655,0.008239746,0.9968872,1.0,0.04748535,0.004684448,0.9988556,-33.2361,-4.61499,-22.33218,3.966904,0.5356380999999999,0.6724384,1.0,0.07878113,0.00831604,0.9968414,35.46706,-2.417694,-23.90239,3.890533,0.3925967999999999,0.6154884,-0.3876157,1.088635,-0.1270792,0.02496942,0.7825223000000001,0.01594385,9.78673825144727,-0.0027022038761641822,34.6176440976592
0,0.07821655,0.008239746,0.9968872,1.0,0.04748535,0.004684448,0.9988556,-33.2361,-4.61499,-22.33218,3.966904,0.5356380999999999,0.6724384,1.0,0.07878113,0.00831604,0.9968414,35.46706,-2.417694,-23.90239,3.890533,0.3925967999999999,0.6154884,-0.3876157,1.088635,-0.1270792,0.02496942,0.7825223000000001,0.01594385,9.78673825144727,-0.0027022038761641822,34.6176440976592
0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,-34.27791,-4.031281,-23.7267,-1.0,0.5901573,0.6668884,1.0,0.0,0.0,0.0,34.40784,-1.717499,-24.77658,-1.0,0.441116,0.6104404999999999,-0.387698,1.088692,-0.1269721,0.02481723,0.7822121,0.01607532,9.78673825144727,-0.0027022038761641822,34.6176440976592
0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,-34.27791,-4.031281,-23.7267,-1.0,0.5901573,0.6668884,1.0,0.0,0.0,0.0,34.40784,-1.717499,-24.77658,-1.0,0.441116,0.6104404999999999,-0.387698,1.088692,-0.1269721,0.02481723,0.7822121,0.01607532,9.78673825144727,-0.0027022038761641822,34.6176440976592
0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,-34.27791,-4.031281,-23.7267,-1.0,0.5901573,0.6668884,1.0,0.0,0.0,0.0,34.40784,-1.717499,-24.77658,-1.0,0.441116,0.6104404999999999,-0.387698,1.088692,-0.1269721,0.02481723,0.7822121,0.01607532,9.78673825144727,-0.0027022038761641822,34.6176440976592
0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-34.4014,-5.774261,-21.64847,-1.0,-1.0,-1.0,0.006220909,0.0,0.0,0.0,34.19008,-3.810379,-23.48463,-1.0,0.5797340999999999,0.8625751,-0.3878127,1.088791,-0.1269125,0.02456891,0.7820733,0.01631775,9.78673825144727,-0.0027022038761641822,34.6176440976592
0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-34.4014,-5.774261,-21.64847,-1.0,-1.0,-1.0,0.006220909,0.0,0.0,0.0,34.19008,-3.810379,-23.48463,-1.0,0.5797340999999999,0.8625751,-0.3878127,1.088791,-0.1269125,0.02456891,0.7820733,0.01631775,9.78673825144727,-0.0027022038761641822,34.6176440976592
0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-34.4014,-5.774261,-21.64847,-1.0,-1.0,-1.0,0.006220909,0.0,0.0,0.0,34.19008,-3.810379,-23.48463,-1.0,0.5797340999999999,0.8625751,-0.3878127,1.088791,-0.1269125,0.02456891,0.7820733,0.01631775,9.78673825144727,-0.0027022038761641822,34.6176440976592
0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-34.4014,-5.774261,-21.64847,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,34.19008,-3.810379,-23.48463,-1.0,-1.0,-1.0,-0.3879058,1.088954,-0.1268276,0.02407247,0.7819724,0.01660852,9.78673825144727,-0.0027022038761641822,34.6176440976592
0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-34.4014,-5.774261,-21.64847,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,34.19008,-3.810379,-23.48463,-1.0,-1.0,-1.0,-0.3879058,1.088954,-0.1268276,0.02407247,0.7819724,0.01660852,9.78673825144727,-0.0027022038761641822,34.6176440976592
0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-34.4014,-5.774261,-21.64847,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,34.19008,-3.810379,-23.48463,-1.0,-1.0,-1.0,-0.3879058,1.088954,-0.1268276,0.02407247,0.7819724,0.01660852,9.78673825144727,-0.0027022038761641822,34.6176440976592
0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-34.4014,-5.774261,-21.64847,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,34.19008,-3.810379,-23.48463,-1.0,-1.0,-1.0,-0.3880219,1.089114,-0.1268422,0.02376675,0.7819186,0.01689913,9.78673825144727,-0.0027022038761641822,34.6176440976592
0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-34.4014,-5.774261,-21.64847,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,34.19008,-3.810379,-23.48463,-1.0,-1.0,-1.0,-0.3880219,1.089114,-0.1268422,0.02376675,0.7819186,0.01689913,9.78673825144727,-0.0027022038761641822,34.6176440976592
0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-34.4014,-5.774261,-21.64847,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,34.19008,-3.810379,-23.48463,-1.0,-1.0,-1.0,-0.3880219,1.089114,-0.1268422,0.02376675,0.7819186,0.01689913,9.78673825144727,-0.0027022038761641822,34.6176440976592
0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-34.63792,-5.883316000000001,-21.70905,-1.0,0.6188994999999999,0.7317206,0.151191,0.0,0.0,0.0,33.806470000000004,-3.5514370000000004,-23.49065,-1.0,0.492164,0.6774302,-0.3882847,1.08928,-0.1268051,0.0234652999999999,0.7818864999999999,0.01747546,10.5258,-0.0027022038761641822,34.6176440976592
0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-34.63792,-5.883316000000001,-21.70905,-1.0,0.6188994999999999,0.7317206,0.151191,0.0,0.0,0.0,33.806470000000004,-3.5514370000000004,-23.49065,-1.0,0.492164,0.6774302,-0.3882847,1.08928,-0.1268051,0.0234652999999999,0.7818864999999999,0.01747546,10.5258,-0.0027022038761641822,34.6176440976592
0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-34.63792,-5.883316000000001,-21.70905,-1.0,0.6188994999999999,0.7317206,0.151191,0.0,0.0,0.0,33.806470000000004,-3.5514370000000004,-23.49065,-1.0,0.492164,0.6774302,-0.3882847,1.08928,-0.1268051,0.0234652999999999,0.7818864999999999,0.01747546,10.5258,-0.0027022038761641822,34.6176440976592
0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-34.370670000000004,-5.699081,-21.63243,-1.0,0.6023901999999999,0.7187531999999999,0.2345163,0.0,0.0,0.0,34.52301,-3.495651,-23.3851,-1.0,0.4470826,0.6715524,-0.3884913,1.089511,-0.1268685,0.02261812,0.7817991,0.01804516,10.5258,-0.0027022038761641822,34.6176440976592
